id,availability in one year,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,bathroom_count,bathroom_type,Total crime
803369627704437514,227,"Ballard 1BR w/ Lounge, Shops & BBQ, near Dining",West Woodland,47.6692,-122.37403,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,167.0,0,,,,,,,,1.0,standard,15038.0
803606186669684062,126,Modern Home:View+Rooftop+3 block to Beacon station,North Beacon Hill,47.583372584163605,-122.31219901953683,Entire home,Entire home/apt,6,2 baths,2.0,3.0,102.0,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,2.0,standard,22027.0
803617397077656350,0,Portage Bay Cottage,Portage Bay,47.646489304471785,-122.31830534743152,Entire home,Entire home/apt,3,1.5 baths,1.0,2.0,95.0,11,4.55,4.73,5.0,5.0,4.82,4.64,4.64,1.5,standard,1452.0
803819947756313353,49,Woodland Queen Bedroom #2,Phinney Ridge,47.66507200576172,-122.3479697418796,Private room in home,Private room,2,1 shared bath,1.0,1.0,47.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,shared,9289.0
803907215819768975,61,Woodland Queen Bedroom #3,Wallingford,47.66492,-122.34662,Private room in home,Private room,2,1 private bath,1.0,1.0,47.0,5,5.0,5.0,5.0,5.0,5.0,4.8,5.0,1.0,private,19411.0
804375629740287620,196,Midcentury Modern-style Condo,North Queen Anne,47.64645062346622,-122.36184740025097,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,105.0,0,,,,,,,,1.0,standard,8697.0
804422640251009003,128,"Central, Stylish Home in QA!",West Queen Anne,47.63682874627711,-122.37041438189404,Entire home,Entire home/apt,10,2 baths,4.0,6.0,317.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,standard,7145.0
804444138873083729,0,Charming craftsman in Seattle.,Mount Baker,47.5713394,-122.2853306,Entire home,Entire home/apt,5,1.5 baths,3.0,3.0,175.0,0,,,,,,,,1.5,standard,12429.0
805250700413789767,299,Private Room in Seattle (4),Mid-Beacon Hill,47.55415430889244,-122.2909685974218,Private room in home,Private room,2,1 shared bath,1.0,1.0,45.0,1,1.0,4.0,1.0,5.0,4.0,5.0,2.0,1.0,shared,11964.0
805848482361988085,266,Stylish Seattle 3-story townhome,Fairmount Park,47.54654395363131,-122.38511106631964,Entire home,Entire home/apt,4,2 baths,3.0,2.0,160.0,0,,,,,,,,2.0,standard,6776.0
805943422620037406,0,Centrally Located Apartment with Lake Views,Madrona,47.61681753589757,-122.2850512595694,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,152.0,0,,,,,,,,1.0,standard,4200.0
806009033649787823,138,Home in Seattle · 4 bedrooms · 4 beds · 2 baths,Mid-Beacon Hill,47.54549849549584,-122.28848138059128,Entire home,Entire home/apt,7,2 baths,4.0,4.0,189.0,0,,,,,,,,2.0,standard,11964.0
806497824807719911,8,Entire Guest Suite,Montlake,47.6405177,-122.3219956,Entire home,Entire home/apt,2,1 bath,1.0,1.0,69.0,13,4.77,4.92,5.0,4.85,4.92,4.85,4.77,1.0,standard,4815.0
806566658066458578,130,Cozy & Hip Japandi-Style Studio,Whittier Heights,47.67947093769669,-122.37645254505269,Entire condo,Entire home/apt,3,1 bath,1.0,2.0,114.0,17,4.88,4.94,4.94,5.0,5.0,4.59,4.82,1.0,standard,5490.0
806610186584128928,11,Private Room on UW Campus,University District,47.66233448318225,-122.31292273527043,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,50.0,0,,,,,,,,1.0,shared,31260.0
806729833262368943,104,Modern Suite near light-rail and downtown Seattle,North Beacon Hill,47.5797843,-122.3041218,Entire home,Entire home/apt,6,1 bath,2.0,2.0,86.0,0,,,,,,,,1.0,standard,22027.0
807271697418585423,205,Wallingford 1 Bedroom,Wallingford,47.66353198387519,-122.34170223344763,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,104.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,19411.0
807296949422034561,251,"Cozy, Modern, 2-BR in Vibrant Seattle Neighborhood",Ravenna,47.682951751447774,-122.30791661938036,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,87.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,12280.0
807376532044899729,11,"Rooftop Hot Tub! Walk to Cafes, Bars& Restaurants!",Fremont,47.66072480143413,-122.35101410740968,Entire home,Entire home/apt,6,2 baths,3.0,4.0,295.0,4,4.75,4.75,5.0,5.0,5.0,5.0,4.75,2.0,standard,20441.0
807561305635052097,32,Capitol Hill Garden Apartment,Stevens,47.62354590467722,-122.303111369637,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,60.0,0,,,,,,,,1.0,standard,12865.0
808004538127030646,89,Condo in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,First Hill,47.61261076435192,-122.31733631396472,Entire condo,Entire home/apt,3,1 bath,1.0,1.0,206.0,10,5.0,5.0,5.0,4.5,5.0,4.9,4.8,1.0,standard,28704.0
808065784322292990,203,Two-Bedroom Stunning Condo in North Capitol Hill,Broadway,47.62672,-122.3275,Private room in rental unit,Private room,2,2 baths,2.0,2.0,150.0,0,,,,,,,,2.0,standard,55097.0
808200612713629383,44,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,South Lake Union,47.62312141203825,-122.33252571534425,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,94.0,1,2.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,standard,21756.0
808230304734292176,232,Central Oasis ~ Rooftop Views,Atlantic,47.59938269486472,-122.31150960854364,Entire townhouse,Entire home/apt,8,2 baths,3.0,3.0,129.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,standard,16578.0
808373597819748628,126,N. Ballard Rose Garden Rambler,Crown Hill,47.69580275496876,-122.36969076015149,Entire home,Entire home/apt,5,1.5 baths,2.0,3.0,171.0,0,,,,,,,,1.5,standard,4943.0
808681558206685972,71,"Centrally located private room, private bathroom",Leschi,47.6019567373456,-122.29410971243914,Private room in townhouse,Private room,2,1.5 baths,1.0,1.0,92.0,6,5.0,4.83,4.83,5.0,5.0,4.83,5.0,1.5,standard,6037.0
808721317384054960,122,"Brand New Entire Guest Suite, Next to Green Lake",Green Lake,47.68348225414539,-122.32897978465576,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,4.0,148.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.5,standard,13276.0
808826810252340438,107,(New) Modern Private Flat in Historic Home,Fremont,47.655011021267725,-122.34289882086132,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,98.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,20441.0
809622796563719890,54,Woodland Queen Bedroom #4,Wallingford,47.66369387821699,-122.3461216538104,Private room in home,Private room,2,1 shared bath,1.0,1.0,48.0,1,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,shared,19411.0
810182062631554044,178,Spectacular 2BR 2BA in Heart of Seattle! +Pool/Pkg,Belltown,47.61531787495838,-122.34874890344426,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,210.0,6,5.0,5.0,5.0,5.0,5.0,5.0,4.83,2.0,standard,32555.0
810242870176065475,259,"Cozy Townhome w/ Parking, Deck & Pet Friendly!",Minor,47.61246622540609,-122.31585213355147,Entire townhouse,Entire home/apt,6,2 baths,2.0,3.0,193.0,7,5.0,5.0,5.0,5.0,5.0,4.71,5.0,2.0,standard,17587.0
810452146586948451,2,Cozy & New in Central District,Minor,47.60556,-122.31166,Entire home,Entire home/apt,2,1 bath,1.0,1.0,141.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,17587.0
810462930746978671,83,Private bed in a spacious house,Rainier Beach,47.511647803966206,-122.25694090521078,Private room in home,Private room,2,3 shared baths,1.0,1.0,38.0,3,4.0,4.67,3.67,4.33,4.0,4.67,4.0,3.0,shared,7709.0
810466006608163840,76,"Close to Downtown, Cap Hill",Columbia City,47.55315,-122.28616,Private room in home,Private room,2,1 shared bath,1.0,1.0,39.0,2,4.5,4.5,3.5,4.5,4.5,5.0,4.5,1.0,shared,19983.0
810883753871108643,71,Guesthouse in Seattle · ★5.0 · 2 bedrooms · 3 beds · 1 bath,Greenwood,47.7013498,-122.3598833,Entire guesthouse,Entire home/apt,5,1 bath,2.0,3.0,122.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.33,1.0,standard,23785.0
810902822567406673,110,Perfectly located Ballard condo,Adams,47.670516613717325,-122.38239014865056,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,90.0,0,,,,,,,,1.0,standard,
810922486021753671,178,Peaceful retreat near everything,Leschi,47.605919851776015,-122.29095623116102,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,80.0,0,,,,,,,,1.0,standard,6037.0
811017728486266306,306,"Charming, Brand New Home in Greenlake, 4br3ba",Wallingford,47.66771566523588,-122.338338887908,Entire home,Entire home/apt,6,3 baths,4.0,4.0,192.0,0,,,,,,,,3.0,standard,19411.0
811080118512534527,128,Cosy Phinney Ridge room w/bath,Phinney Ridge,47.66942666389734,-122.3574780569994,Private room in home,Private room,1,1 private bath,1.0,1.0,65.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,private,9289.0
811169838326269286,190,Modern Condo in the heart of CapHill,Broadway,47.62094113722763,-122.31666138647276,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,115.0,0,,,,,,,,1.0,standard,55097.0
811556327088498050,273,"1/4mi to beach, patio, fireplace",Gatewood,47.5420705,-122.3941819,Entire guesthouse,Entire home/apt,7,1 bath,1.0,2.0,160.0,16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,4568.0
811577611098209364,194,Ballard’s Townhome with office & walk score 98/100,West Woodland,47.6712701788132,-122.37583256195252,Entire home,Entire home/apt,8,3.5 baths,2.0,3.0,121.0,3,4.0,4.33,4.0,4.33,5.0,5.0,4.0,3.5,standard,15038.0
811703295147228305,81,Quaint and quirky 1 bedroom apartment is in a Historic Landmark Seattle building,First Hill,47.60621,-122.32683,Entire rental unit,Entire home/apt,6,1 bath,1.0,2.0,76.0,5,4.6,4.6,4.4,4.2,4.6,4.8,4.2,1.0,standard,28704.0
811813213699955393,39,Woodland Queen bedroom #5,Wallingford,47.66307931067612,-122.34654333356536,Private room in home,Private room,2,1 shared bath,1.0,1.0,45.0,2,5.0,5.0,5.0,3.0,5.0,4.5,5.0,1.0,shared,19411.0
812341857029869073,88,"Seward Park modern cottage, near Lake Washington",Brighton,47.54324703067397,-122.2711168203016,Entire cottage,Entire home/apt,3,2 baths,1.0,1.0,85.0,0,,,,,,,,2.0,standard,10813.0
812361168308127260,232,Craftsman Garden Home w/ Salt Water Spa,Montlake,47.63785,-122.30545,Entire home,Entire home/apt,6,2 baths,3.0,3.0,255.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,standard,4815.0
812400493915650745,170,Vintage Meets Modern! Spacious Capitol Hill Single,Broadway,47.62185423819727,-122.3165884939641,Entire home,Entire home/apt,10,4 baths,4.0,5.0,311.0,3,5.0,4.33,4.67,5.0,5.0,5.0,5.0,4.0,standard,55097.0
813045463131746620,192,"2 BR Sleeps 4, 10 mins from UW",University District,47.66804964616431,-122.31319737288928,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,135.0,10,4.9,4.9,4.9,4.8,4.8,4.8,4.9,1.0,standard,31260.0
813108227526572953,327,Mordern townhouse utopia!,North College Park,47.69234112453589,-122.34147649323896,Private room in townhouse,Private room,2,1.5 shared baths,1.0,1.0,78.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.5,shared,
813157130191052818,183,Queen of the West,Broadway,47.623258,-122.317,Entire home,Entire home/apt,4,1 bath,1.0,2.0,156.0,3,5.0,5.0,5.0,5.0,5.0,4.67,5.0,1.0,standard,55097.0
813166453590053528,204,Modern 3-Level Ballard Townhome with Rooftop Deck,Adams,47.671499632138456,-122.38415377786852,Entire townhouse,Entire home/apt,6,2.5 baths,3.0,3.0,246.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,standard,
813181054940492988,300,Comfy-Cozy Home w/Modern touches,Columbia City,47.56265712161846,-122.28961903029426,Entire home,Entire home/apt,7,2 baths,3.0,3.0,221.0,0,,,,,,,,2.0,standard,19983.0
813209430755465205,82,Walk to Alki-Charming Retreat Steps to Beach,North Admiral,47.58233593178869,-122.39957552830757,Entire home,Entire home/apt,4,1 bath,3.0,3.0,163.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,10308.0
813306339989271875,266,Spring Room- Comfortable WFH,Bitter Lake,47.7130617334864,-122.35102317997465,Private room in home,Private room,1,1 shared bath,1.0,1.0,41.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,shared,15192.0
813333502482987509,336,The Townhouse Private Loft.,Pinehurst,47.718342,-122.317254,Private room in home,Private room,2,1 private bath,1.0,1.0,68.0,0,,,,,,,,1.0,private,18905.0
813412712090059524,222,Comfy nautical work and play space,Greenwood,47.69322161428073,-122.36585158322843,Entire home,Entire home/apt,5,1 bath,2.0,3.0,123.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,23785.0
813678429283874989,356,Modern home freshly remodeled,Gatewood,47.53908,-122.3864,Private room in home,Private room,1,1 shared bath,1.0,1.0,77.0,0,,,,,,,,1.0,shared,4568.0
813743106270650397,95,Condo near the Space Needle,Belltown,47.617442,-122.346165,Entire condo,Entire home/apt,4,2 baths,2.0,3.0,103.0,8,4.88,4.88,4.88,4.75,5.0,5.0,5.0,2.0,standard,32555.0
813775552585871403,0,Restored classic yacht life,University District,47.6533966,-122.3180735,Boat,Entire home/apt,4,1 bath,1.0,2.0,85.0,0,,,,,,,,1.0,standard,31260.0
813790819147825041,239,Retro-Style University District Apt w Free Parking,University District,47.66472,-122.31696,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,129.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,standard,31260.0
813918909748451046,74,NEW! South Seattle Home Near Downtown!,Rainier View,47.50200648608237,-122.24261016046847,Entire home,Entire home/apt,6,2 baths,3.0,3.0,140.0,0,,,,,,,,2.0,standard,3432.0
813934635386937348,150,Beautiful Modern Greenlake Home & Backyard Office,Green Lake,47.68575344522965,-122.33275745767212,Entire home,Entire home/apt,6,3 baths,3.0,3.0,222.0,0,,,,,,,,3.0,standard,13276.0
814410975585773507,199,Newly Renovated PNW Townhome,Adams,47.66946249398657,-122.3918253076396,Entire home,Entire home/apt,6,3 baths,3.0,4.0,215.0,5,5.0,5.0,5.0,5.0,5.0,4.8,5.0,3.0,standard,
814541732995701932,162,North ballard! 30+ day stays,North Beach/Blue Ridge,47.69267111580852,-122.39123428158068,Entire home,Entire home/apt,4,1 bath,3.0,3.0,214.0,0,,,,,,,,1.0,standard,2589.0
814691190780273260,78,Home in Seattle · ★New · 2 bedrooms · 2 beds · 1 bath,Seward Park,47.54402919116945,-122.26805024387347,Entire home,Entire home/apt,4,1 bath,2.0,2.0,127.0,0,,,,,,,,1.0,standard,6417.0
815290095379089505,126,Rental unit in Seattle · 2 bedrooms · 2 beds · 1 bath,Loyal Heights,47.68213361067408,-122.37707917301636,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,359.0,0,,,,,,,,1.0,standard,5835.0
815347664269523210,79,Secret Garden Getaway,Columbia City,47.5531592,-122.2733692,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,75.0,4,4.75,5.0,4.75,5.0,5.0,5.0,4.5,1.0,standard,19983.0
815393559625275802,196,Beautiful Patio Fenced in yard,Riverview,47.54382944046692,-122.35587822162528,Entire home,Entire home/apt,4,1 bath,2.0,2.0,375.0,2,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,standard,5014.0
815496168364707571,149,Fabulous Penthouse in Seattle!,Belltown,47.61345,-122.34707,Entire condo,Entire home/apt,6,2 baths,2.0,3.0,210.0,0,,,,,,,,2.0,standard,32555.0
815547655273490750,188,870 Sq Ft Light filled condo,Lower Queen Anne,47.62306593390343,-122.35864032095702,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,108.0,0,,,,,,,,1.0,standard,24262.0
815822125015530312,262,Home in Seattle · 2 bedrooms · 2 beds · 2 baths,Columbia City,47.54633093242324,-122.2768141773155,Entire home,Entire home/apt,2,2 baths,2.0,2.0,95.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,standard,19983.0
816198086526211860,263,Gorgeous Penthouse in the Heart of Seattle!,Belltown,47.61464692218311,-122.34878249660812,Entire condo,Entire home/apt,8,2 baths,2.0,4.0,210.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,standard,32555.0
816225084109154028,111,Mt. Baker Neighborhood Retreat - No Cleaning Fee,Mount Baker,47.56872864936511,-122.2864070599785,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,95.0,5,4.8,5.0,5.0,5.0,5.0,4.8,4.6,1.0,standard,12429.0
816249844212864853,86,Garden Oasis in the Heart of Seattle! w/ Pool&Prkg,Belltown,47.61397026606653,-122.34853686237068,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,133.0,6,4.67,4.83,4.83,4.67,5.0,5.0,4.67,1.0,standard,32555.0
816644945974144908,29,Seattle Victorian First Floor,Leschi,47.6015688315576,-122.2948453887964,Entire home,Entire home/apt,4,1 bath,2.0,2.0,116.0,0,,,,,,,,1.0,standard,6037.0
816694187748025932,173,Downtown 2BR Washington State Conv.Center 3rd-flo,Central Business District,47.612883158416906,-122.33058447891136,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,231.0,1,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,standard,66011.0
816845347120325721,2,Houseboat in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,Westlake,47.63613537011611,-122.34028649301229,Houseboat,Entire home/apt,2,1 bath,1.0,1.0,119.0,7,5.0,5.0,5.0,5.0,5.0,5.0,4.86,1.0,standard,5147.0
816914012376092453,327,Private Room in Beacon Hill (3),Mid-Beacon Hill,47.553166,-122.29124,Private room in home,Private room,2,1 shared bath,1.0,1.0,59.0,0,,,,,,,,1.0,shared,11964.0
816920066538356320,289,BRAND NEW Entire home in Beacon Hill,Mid-Beacon Hill,47.553166,-122.29124,Entire home,Entire home/apt,10,2.5 baths,4.0,5.0,400.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,standard,11964.0
816920359890166884,341,Private Room in Beacon Hill (2),Mid-Beacon Hill,47.553166,-122.29124,Private room in home,Private room,2,1 shared bath,1.0,1.0,54.0,0,,,,,,,,1.0,shared,11964.0
816923981828861875,322,Private Room in Beacon Hill (1),Mid-Beacon Hill,47.55349573800276,-122.29226786668596,Private room in home,Private room,4,1 private bath,1.0,1.0,100.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,private,11964.0
816954737383584752,126,*New* Walk to CapHill 4B4B w/EV 6 Beds Sleeps 12,Minor,47.6095452,-122.3107441,Entire home,Entire home/apt,12,4 baths,4.0,6.0,395.0,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,standard,17587.0
816977883833816933,141,Modern BohoTownhome Private Room,Atlantic,47.58563339371973,-122.30147036930576,Private room in home,Private room,2,1.5 baths,1.0,1.0,65.0,10,5.0,4.9,5.0,5.0,5.0,4.6,4.9,1.5,standard,16578.0
817158786175407406,139,NEW! Modern Seattle Studio ~ 2 Mi to Downtown,Minor,47.60421,-122.30447,Entire loft,Entire home/apt,2,1 bath,0.0,1.0,70.0,0,,,,,,,,1.0,standard,17587.0
817361798414132535,271,Beautiful 2 BR Guest Suite in Wedgwood!,Wedgwood,47.68430099997866,-122.29110224934946,Entire guest suite,Entire home/apt,6,1 bath,2.0,3.0,89.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,5301.0
817380098884376233,125,3BR Lakeview | Balcony | Garage Parking | W/D,Leschi,47.59624,-122.29421,Entire home,Entire home/apt,6,2 baths,3.0,3.0,322.0,1,5.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,standard,6037.0
817464469011321159,184,Mid Mod Magnolia,Lawton Park,47.65764821484053,-122.39287011499376,Entire home,Entire home/apt,5,3 baths,4.0,4.0,240.0,0,,,,,,,,3.0,standard,6029.0
817470269894592574,319,Contemporary Urban Sanctuary,Phinney Ridge,47.6797766849255,-122.34743176779034,Entire home,Entire home/apt,6,4 baths,3.0,3.0,280.0,0,,,,,,,,4.0,standard,9289.0
817570782819463427,0,Luxe Modern View 4bed/4bath Home 1/2 mi beach,Alki,47.5681203,-122.404164,Entire home,Entire home/apt,8,3.5 baths,4.0,4.0,765.0,0,,,,,,,,3.5,standard,5324.0
817887800803880871,69,"S. Lake Union 1BR w/ W/D & Gym, Walkable Area",South Lake Union,47.619116,-122.338084,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,160.0,0,,,,,,,,1.0,standard,21756.0
818028818216523204,88,Cozy Courtyard - Seward Park,Seward Park,47.54332025552176,-122.26988406997694,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,99.0,0,,,,,,,,1.0,standard,6417.0
818057094004762449,163,Home in Seattle · ★New · 4 bedrooms · 4 beds · 3 baths,East Queen Anne,47.6410257,-122.3528201,Entire home,Entire home/apt,8,3 baths,4.0,4.0,750.0,0,,,,,,,,3.0,standard,10264.0
818166876060772688,267,"Value motel 7min to downtown Seattle, Double Queen",Fremont,47.657477,-122.346695,Room in hotel,Private room,4,1 private bath,1.0,2.0,100.0,6,4.5,4.67,4.33,4.67,4.33,3.83,4.33,1.0,private,20441.0
818180420415824864,269,"Value motel 7min to downtown Seattle, Queen Room",Fremont,47.658707937355146,-122.34633219810016,Room in hotel,Private room,2,1 private bath,1.0,1.0,90.0,4,4.25,4.5,4.25,5.0,5.0,4.25,4.5,1.0,private,20441.0
818226504653082358,265,Cozy and Stylish - 2BR Hideaway w/ EV Charging,Olympic Hills,47.732723814911935,-122.29808761523113,Entire home,Entire home/apt,6,1 bath,2.0,3.0,138.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,10353.0
818601503152298437,192,"South Lake Union 1br w/ gym & lounge, nr shops",South Lake Union,47.62185,-122.33109,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,149.0,0,,,,,,,,1.0,standard,21756.0
818852385427107394,129,Hip & Fresh in Fab Location!,Minor,47.61301319466287,-122.31493909534548,Entire home,Entire home/apt,4,1 bath,2.0,2.0,186.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,17587.0
818922800624490615,51,Rental unit in Seattle · ★New · 1 bedroom · 2 beds · 1 bath,West Queen Anne,47.63305072058109,-122.36881902514736,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,200.0,0,,,,,,,,1.0,standard,7145.0
818930950770875849,90,Designer. Classic. Remodeled.,Briarcliff,47.64907207530157,-122.40889791679984,Entire home,Entire home/apt,4,2 baths,1.0,4.0,349.0,0,,,,,,,,2.0,standard,2544.0
818945193044169069,118,Cozy & convenient West Seattle guest suite,North Delridge,47.56842588243045,-122.37056993084668,Private room in townhouse,Private room,2,1 private bath,1.0,1.0,75.0,3,4.67,4.67,4.67,4.67,4.67,4.67,4.67,1.0,private,6776.0
818992119534887490,0,Home in Seattle · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,Greenwood,47.69930353551069,-122.36600571466192,Entire home,Entire home/apt,4,1.5 baths,2.0,2.0,135.0,6,5.0,5.0,4.83,5.0,4.83,5.0,5.0,1.5,standard,23785.0
819012728826554786,225,Hidden Gem in Greenwood,Greenwood,47.69048574979017,-122.36285079422233,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,125.0,4,4.5,4.5,4.75,5.0,5.0,4.75,4.5,1.0,standard,23785.0
819203964037264779,126,Fremont’s stylish home-Lake Union view on Rooftop,Fremont,47.65057231616489,-122.34626037655738,Entire home,Entire home/apt,7,2.5 baths,3.0,4.0,133.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,standard,20441.0
819563450512869155,173,Rental unit in Seattle · 2 bedrooms · 2 beds · 1 bath,Portage Bay,47.6431835270033,-122.31561244002464,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,150.0,0,,,,,,,,1.0,standard,1452.0
819641066654956040,343,Oasis near transit and grocery,Mount Baker,47.5707815,-122.2874005,Private room in home,Private room,3,1 shared bath,1.0,2.0,62.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,shared,12429.0
819694734717394757,333,Oasis near transit and grocery,Mount Baker,47.57089730000001,-122.2875065,Private room in home,Private room,2,1 shared bath,1.0,1.0,57.0,2,5.0,5.0,5.0,4.5,5.0,5.0,5.0,1.0,shared,12429.0
819724585185439621,62,Guest suite in Seattle · 2 bedrooms · 3 beds · 1 private bath,Mount Baker,47.5707815,-122.2874005,Private room in guest suite,Private room,5,1 private bath,2.0,3.0,260.0,0,,,,,,,,1.0,private,12429.0
819852053992857343,94,Puget Sound Retreat,Pike-Market,47.6101851,-122.3455905,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,180.0,3,4.67,5.0,4.67,4.67,5.0,4.67,4.67,1.0,standard,15598.0
820302834403209340,84,Sophisticated Home with Breathtaking City Views,Atlantic,47.58684564261621,-122.3008272617836,Entire home,Entire home/apt,12,3.5 baths,4.0,4.0,239.0,0,,,,,,,,3.5,standard,16578.0
820359592377622722,230,Unique South Lake WA Casita,Rainier Beach,47.510882196282346,-122.24452339411994,Entire bungalow,Entire home/apt,2,1 bath,1.0,1.0,89.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,standard,7709.0
820424731364168293,90,Judkins home,Leschi,47.59216836572495,-122.29509962432864,Entire home,Entire home/apt,2,1 bath,1.0,1.0,140.0,0,,,,,,,,1.0,standard,6037.0
820448173129697597,258,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Meadowbrook,47.71553264906571,-122.2927680665014,Private room in home,Private room,2,1 private bath,1.0,1.0,98.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,private,3035.0
820536384688660151,24,Sweet Private Room,Genesee,47.56314431786884,-122.38674795342864,Private room in home,Private room,1,1 shared bath,1.0,1.0,42.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,shared,8808.0
820670085329490135,175,3b2b Lower Unit w/ Gorgeout Green Lake View,Green Lake,47.67885278835505,-122.33003113139792,Entire home,Entire home/apt,9,2 baths,3.0,5.0,132.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,standard,13276.0
820814089968522171,187,"South Lake Union 1br w/ gym, bbq & 99 walk score",South Lake Union,47.619116,-122.338084,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,196.0,0,,,,,,,,1.0,standard,21756.0
821233221954693446,140,Home in Seattle · ★New · 8 bedrooms · 8 beds · 3 baths,Wallingford,47.66143246553174,-122.32395418180776,Entire home,Entire home/apt,16,3 baths,8.0,8.0,4000.0,0,,,,,,,,3.0,standard,19411.0
821239830612975606,59,Greenwood Queen #6 with Private Bath,Greenwood,47.70381,-122.36103,Private room in home,Private room,2,1 private bath,1.0,1.0,52.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,private,23785.0
